step,type,amount,oldbalanceOrg,newbalanceOrig,amount_ratio,new_device,location_anomaly,velocity_5m,velocity_1h,account_age_days,fraud_incidents,hour_of_day,risky_network_links,isFraud
93,CASH_OUT,163548.91,193503.46,29954.55,14.25,0,0,8,11,171,1,21,1,1
654,PAYMENT,23695.26,74687.99,50992.73,0.19,0,1,0,2,875,0,6,0,0
139,TRANSFER,7994.54,47659.33,39664.79,1.6,1,0,0,3,2252,0,19,0,0
695,TRANSFER,1362.62,6393.78,5031.16,0.38,0,0,1,2,1096,0,23,0,0
644,PAYMENT,15047.43,147548.02,132500.59,1.54,1,1,0,2,2251,0,20,0,0
99,PAYMENT,4711.98,66765.55,62053.57,0.63,0,0,1,3,2384,0,3,0,0
136,PAYMENT,6294.93,78892.27,72597.34,1.77,0,1,1,0,773,0,16,0,0
550,PAYMENT,22248.04,292699.0,270450.96,1.57,0,0,0,0,737,0,22,0,0
292,CASH_OUT,19351.79,111022.47,91670.68,0.69,0,0,0,0,1807,0,4,0,0
253,TRANSFER,123971.83,112651.0,0.0,10.44,1,0,4,12,58,1,13,4,1
92,CASH_OUT,421414.24,500286.89,78872.65,16.0,1,0,7,11,139,0,20,3,1
448,CASH_OUT,3025.17,15357.28,12332.11,1.51,0,1,1,2,949,0,16,0,0
732,PAYMENT,20795.21,65136.6,44341.39,1.67,1,0,1,1,2286,0,12,0,0
347,PAYMENT,11742.17,129083.87,117341.7,0.8,0,1,1,3,973,0,11,0,0
5,DEBIT,21321.56,151514.36,130192.8,0.64,1,0,0,3,1790,0,5,0,0
519,CASH_OUT,1040.85,7291.64,6250.79,0.8,0,0,0,0,1709,0,15,0,0
241,DEBIT,5340.96,42713.01,37372.05,0.59,0,0,1,1,482,0,1,0,0
162,PAYMENT,15685.78,153832.85,138147.07,1.31,0,0,1,0,1567,0,18,0,0
540,TRANSFER,1936.84,17048.54,15111.7,0.94,0,0,1,1,1832,0,12,0,0
483,CASH_OUT,7378.7,22479.06,15100.36,2.19,0,0,0,2,495,0,3,0,0
92,TRANSFER,17036.77,24154.9,7118.13,1.18,0,0,1,2,283,0,20,0,0
88,TRANSFER,22511.14,137828.57,115317.43,1.33,1,1,1,2,1930,0,16,0,0
571,PAYMENT,19611.4,170525.43,150914.03,1.23,0,0,0,3,2395,0,19,0,0
329,CASH_OUT,13562.62,98318.5,84755.88,1.12,0,1,0,1,2077,0,17,0,0
451,CASH_OUT,437924.74,504898.19,66973.45,4.61,0,1,6,14,35,0,19,1,1
699,PAYMENT,24854.33,351502.21,326647.88,0.32,1,0,1,2,287,0,3,0,0
710,DEBIT,5402.62,34650.16,29247.54,1.42,1,0,1,2,585,0,14,0,0
98,TRANSFER,300.07,3042.52,2742.45,1.24,0,0,1,2,2409,0,2,0,0
444,PAYMENT,13311.73,96907.82,83596.09,1.73,0,0,0,0,1127,0,12,0,0
329,TRANSFER,6952.34,46500.47,39548.13,0.67,1,1,1,1,848,0,17,0,0
182,PAYMENT,18767.64,99320.29,80552.65,1.29,0,0,1,2,905,0,14,0,0
648,CASH_OUT,10126.53,125338.59,115212.06,0.89,1,0,0,2,1521,0,0,0,0
233,DEBIT,21027.63,284796.94,263769.31,1.57,1,0,1,0,669,0,17,0,0
85,DEBIT,22341.71,250054.8,227713.09,1.43,0,1,0,0,1679,0,13,0,0
192,CASH_OUT,6168.64,65650.06,59481.42,0.35,1,0,0,3,1513,0,0,0,0
19,TRANSFER,1866.91,20420.25,18553.34,0.27,0,0,0,0,1423,0,19,0,0
595,CASH_OUT,1503.9,8925.74,7421.84,0.25,0,0,1,1,196,0,19,0,0
655,CASH_OUT,21074.04,179859.57,158785.53,2.11,0,0,1,0,1683,0,7,0,0
601,DEBIT,21889.45,169702.87,147813.42,0.86,0,0,0,3,603,0,1,0,0
706,PAYMENT,1148.71,14541.86,13393.15,0.75,0,0,1,3,395,0,10,0,0
323,TRANSFER,176265.91,211343.99,35078.08,6.96,0,0,8,19,19,2,11,4,1
724,CASH_OUT,13098.59,172808.75,159710.16,1.66,0,1,1,0,1039,0,4,0,0
594,PAYMENT,5010.19,7699.46,2689.27,0.75,0,1,1,1,333,0,18,0,0
191,TRANSFER,20183.29,246382.33,226199.04,1.19,0,0,0,2,1154,0,23,0,0
426,TRANSFER,14917.14,56984.28,42067.14,2.19,0,0,1,0,712,0,18,0,0
457,PAYMENT,7499.98,34928.38,27428.4,1.32,0,0,0,2,234,0,1,0,0
197,CASH_OUT,7686.05,54747.85,47061.8,1.77,0,0,0,0,699,0,5,0,0
342,PAYMENT,1106.26,12011.41,10905.15,1.15,0,0,0,3,1715,0,6,0,0
157,TRANSFER,377946.32,329134.11,0.0,12.05,0,1,7,17,76,1,13,4,1
267,PAYMENT,24612.18,282055.6,257443.42,1.6,0,0,1,2,484,0,3,0,0
515,PAYMENT,21323.75,84190.21,62866.46,0.99,0,0,1,2,1899,0,11,0,0
459,PAYMENT,2599.58,36843.66,34244.08,1.12,1,0,0,1,2297,0,3,0,0
594,PAYMENT,20886.39,103807.91,82921.52,0.7,0,0,0,0,429,0,18,0,0
675,PAYMENT,19328.92,189907.91,170578.99,0.9,0,0,1,1,1442,0,3,0,0
738,TRANSFER,15784.04,107939.88,92155.84,1.67,0,0,0,1,1657,0,18,0,0
49,TRANSFER,3565.74,40759.1,37193.36,1.95,0,0,1,3,2144,0,1,0,0
282,PAYMENT,9147.72,54384.52,45236.8,0.33,0,1,0,3,1093,0,18,0,0
210,DEBIT,21563.07,25783.23,4220.16,1.56,0,0,1,0,800,0,18,0,0
267,PAYMENT,13160.84,29710.52,16549.68,0.96,0,0,0,2,184,0,3,0,0
430,CASH_OUT,7640.4,77884.87,70244.47,2.16,1,0,1,2,1895,0,22,0,0
137,CASH_OUT,351550.71,374116.04,22565.33,11.73,0,0,6,13,29,2,17,2,1
659,CASH_OUT,19398.92,233609.73,214210.81,1.51,0,0,0,1,807,0,11,0,0
462,DEBIT,23007.03,134494.08,111487.05,0.71,1,0,1,3,446,0,6,0,0
216,TRANSFER,6691.99,45997.21,39305.22,2.18,1,0,1,1,714,0,0,0,0
442,PAYMENT,24353.74,163265.22,138911.48,1.5,1,0,0,1,832,0,10,0,0
499,DEBIT,13590.97,35210.93,21619.96,2.17,0,1,1,2,1268,0,19,0,0
191,PAYMENT,12959.72,144619.52,131659.8,0.28,1,1,0,0,844,0,23,0,0
596,PAYMENT,14940.68,102717.62,87776.94,2.1,0,1,0,0,670,0,20,0,0
23,CASH_OUT,2784.61,9125.44,6340.83,0.85,0,1,1,2,1875,0,23,0,0
95,PAYMENT,20220.26,180658.99,160438.73,0.82,0,1,1,3,737,0,23,0,0
294,CASH_OUT,12998.66,34262.13,21263.47,1.98,0,0,1,3,1015,0,6,0,0
613,DEBIT,22925.63,204352.92,181427.29,1.89,0,0,1,1,1951,0,13,0,0
564,DEBIT,22975.59,251801.29,228825.7,2.06,0,0,0,3,2212,0,12,0,0
394,CASH_OUT,300925.47,360016.1,59090.63,12.92,1,1,2,7,178,0,10,2,1
293,PAYMENT,8950.51,60439.46,51488.95,1.47,0,1,0,3,154,0,5,0,0
737,TRANSFER,132242.62,157279.71,25037.09,4.91,1,1,6,15,172,0,17,3,1
319,TRANSFER,333926.29,320349.94,0.0,10.83,1,1,4,14,7,2,7,2,1
448,CASH_OUT,5026.75,71189.1,66162.35,1.13,0,1,0,3,2006,0,16,0,0
370,CASH_OUT,17209.69,257385.82,240176.13,0.34,0,1,0,1,245,0,10,0,0
498,TRANSFER,13945.09,63897.19,49952.1,1.35,0,0,0,3,1980,0,18,0,0
722,DEBIT,4159.37,50801.65,46642.28,0.13,0,0,1,1,2135,0,2,0,0
580,TRANSFER,144136.03,172769.7,28633.67,7.66,0,1,3,8,123,1,4,2,1
391,DEBIT,20017.96,83416.26,63398.3,0.54,1,0,0,1,357,0,7,0,0
555,PAYMENT,17492.86,168362.26,150869.4,1.19,1,1,0,1,943,0,3,0,0
124,CASH_OUT,22534.29,284595.81,262061.52,0.11,0,0,1,3,1741,0,4,0,0
436,TRANSFER,351351.29,320658.07,0.0,14.29,0,0,8,19,116,2,4,3,1
676,CASH_OUT,351445.35,346187.58,0.0,9.37,0,1,4,12,82,2,4,1,1
607,CASH_OUT,13497.58,98011.67,84514.09,0.79,1,0,0,2,649,0,7,0,0
728,PAYMENT,24944.44,296312.37,271367.93,1.96,0,0,0,0,189,0,8,0,0
3,TRANSFER,4814.85,17187.13,12372.28,1.6,0,1,1,2,408,0,3,0,0
503,TRANSFER,305051.48,289104.72,0.0,7.54,1,1,2,8,117,0,23,2,1
467,PAYMENT,8124.89,102120.88,93995.99,1.16,1,0,0,2,349,0,11,0,0
295,PAYMENT,23693.21,178219.29,154526.08,1.72,0,0,0,2,148,0,7,0,0
16,PAYMENT,9228.58,23393.31,14164.73,2.14,1,1,0,2,220,0,16,0,0
329,DEBIT,9654.88,131489.26,121834.38,0.55,0,0,0,0,2121,0,17,0,0
88,TRANSFER,16522.68,213063.0,196540.32,1.92,0,0,1,1,1088,0,16,0,0
69,CASH_OUT,11376.81,111980.93,100604.12,1.27,0,1,0,0,1216,0,21,0,0
84,TRANSFER,24287.56,124427.48,100139.92,0.24,0,0,1,1,589,0,12,0,0
387,PAYMENT,11080.83,72197.43,61116.6,0.33,0,0,0,0,1785,0,3,0,0
476,PAYMENT,13059.3,175628.8,162569.5,0.15,1,0,1,0,1450,0,20,0,0
492,TRANSFER,18454.85,116630.0,98175.15,0.26,0,0,1,1,507,0,12,0,0
223,CASH_OUT,415254.57,475087.74,59833.17,8.3,1,1,4,8,156,1,7,3,1
231,PAYMENT,22808.39,133020.81,110212.42,1.97,0,0,1,3,1418,0,15,0,0
287,CASH_OUT,6662.87,57094.17,50431.3,1.17,0,0,0,0,2251,0,23,0,0
37,CASH_OUT,265156.98,263253.59,0.0,15.95,1,1,6,11,50,0,13,1,1
512,PAYMENT,7134.25,101145.86,94011.61,1.46,0,1,1,1,2005,0,8,0,0
344,DEBIT,8832.06,41394.99,32562.93,0.59,1,1,0,3,996,0,8,0,0
155,TRANSFER,173023.39,180624.3,7600.91,13.15,1,0,2,6,82,0,11,3,1
189,DEBIT,14920.67,167984.51,153063.84,1.57,0,1,0,2,261,0,21,0,0
595,PAYMENT,2362.77,18673.92,16311.15,1.78,0,0,1,2,181,0,19,0,0
17,PAYMENT,10114.96,109166.82,99051.86,0.47,0,0,0,2,1030,0,17,0,0
731,CASH_OUT,8417.88,120381.94,111964.06,1.91,0,1,1,1,1599,0,11,0,0
614,DEBIT,20934.72,233572.6,212637.88,1.47,0,1,0,3,763,0,14,0,0
310,CASH_OUT,6300.0,25090.19,18790.19,0.35,0,0,0,0,2424,0,22,0,0
60,PAYMENT,2768.99,8681.91,5912.92,0.44,0,0,1,3,1130,0,12,0,0
152,PAYMENT,13327.11,78539.4,65212.29,0.99,1,0,1,3,982,0,8,0,0
75,PAYMENT,1516.27,17472.21,15955.94,2.08,0,0,0,0,2269,0,3,0,0
458,PAYMENT,23395.65,66917.01,43521.36,0.35,0,1,0,3,2076,0,2,0,0
691,CASH_OUT,421844.06,346360.59,0.0,5.2,0,0,5,9,178,1,19,1,1
432,PAYMENT,21856.3,259228.33,237372.03,0.29,0,0,0,1,1803,0,0,0,0
273,PAYMENT,5516.81,60692.87,55176.06,0.34,0,0,1,2,1264,0,9,0,0
729,DEBIT,1697.9,8168.56,6470.66,0.3,0,0,1,2,1114,0,9,0,0
128,TRANSFER,17488.68,144285.75,126797.07,1.56,1,1,1,3,2124,0,8,0,0
618,TRANSFER,23937.22,141552.0,117614.78,0.83,1,0,0,2,1774,0,18,0,0
114,TRANSFER,7234.45,72877.43,65642.98,0.19,1,1,0,2,2304,0,18,0,0
79,DEBIT,19188.5,255877.85,236689.35,1.16,0,0,0,0,1244,0,7,0,0
352,CASH_OUT,19256.24,93842.25,74586.01,1.87,0,0,1,2,2307,0,16,0,0
42,CASH_OUT,18500.09,270125.27,251625.18,0.25,0,0,1,0,853,0,18,0,0
415,TRANSFER,12772.64,152092.77,139320.13,0.84,0,1,1,3,743,0,7,0,0
247,CASH_OUT,63017.0,67546.45,4529.45,5.54,1,1,5,9,34,0,7,4,1
481,DEBIT,14689.19,92823.42,78134.23,1.7,0,0,1,2,361,0,1,0,0
134,CASH_OUT,118810.09,107629.64,0.0,3.65,0,1,6,14,137,1,14,1,1
678,PAYMENT,19700.49,241802.21,222101.72,0.24,0,0,0,2,2481,0,6,0,0
380,PAYMENT,17947.24,139899.8,121952.56,1.34,1,1,0,1,1192,0,20,0,0
522,CASH_OUT,362523.86,434979.3,72455.44,10.21,0,1,6,9,108,2,18,1,1
146,DEBIT,20491.25,108326.56,87835.31,0.88,0,0,1,3,1541,0,2,0,0
622,TRANSFER,5534.63,27285.45,21750.82,2.19,0,0,1,1,1782,0,22,0,0
144,PAYMENT,20107.98,268855.31,248747.33,1.13,0,1,1,0,131,0,0,0,0
508,TRANSFER,9821.75,68422.64,58600.89,1.53,0,1,1,3,2161,0,4,0,0
223,DEBIT,10060.28,89472.49,79412.21,1.54,1,0,0,2,1599,0,7,0,0
612,CASH_OUT,24875.33,55580.76,30705.43,2.1,0,0,0,0,1776,0,12,0,0
135,PAYMENT,1264.07,11005.14,9741.07,2.2,0,0,0,3,1171,0,15,0,0
612,PAYMENT,6829.11,59495.27,52666.16,1.07,0,0,1,0,1437,0,12,0,0
450,PAYMENT,12329.48,28290.33,15960.85,2.1,1,0,1,2,1640,0,18,0,0
323,DEBIT,421.53,4100.4,3678.87,0.61,0,1,1,1,1416,0,11,0,0
524,CASH_OUT,2698.89,18219.02,15520.13,1.28,0,0,1,1,1061,0,20,0,0
152,DEBIT,396.81,4896.78,4499.97,1.52,0,1,1,3,806,0,8,0,0
244,PAYMENT,14687.03,145522.82,130835.79,2.08,0,0,0,1,2170,0,4,0,0
613,DEBIT,8265.5,46906.93,38641.43,2.06,1,1,0,2,1322,0,13,0,0
343,PAYMENT,5719.2,81153.07,75433.87,0.66,0,1,0,0,1743,0,7,0,0
287,DEBIT,9540.69,54579.54,45038.85,1.16,0,0,0,3,1880,0,23,0,0
437,PAYMENT,183.15,848.12,664.97,0.11,1,1,1,3,1042,0,5,0,0
17,PAYMENT,18857.69,117254.65,98396.96,0.13,1,0,1,1,1071,0,17,0,0
302,PAYMENT,799.32,11001.28,10201.96,0.24,0,0,0,0,306,0,14,0,0
483,CASH_OUT,419555.55,394081.9,0.0,14.31,1,0,7,15,85,2,3,3,1
139,TRANSFER,263605.73,250111.48,0.0,16.87,1,0,2,6,168,2,19,2,1
618,CASH_OUT,12749.34,135973.57,123224.23,1.1,1,1,0,2,472,0,18,0,0
14,PAYMENT,16867.6,94404.86,77537.26,1.57,0,0,1,2,2496,0,14,0,0
140,CASH_OUT,12098.39,129646.52,117548.13,1.11,0,1,1,3,1805,0,20,0,0
729,CASH_OUT,7434.7,104148.53,96713.83,1.74,0,0,0,3,1163,0,9,0,0
112,CASH_OUT,13882.49,148269.3,134386.81,0.24,0,0,0,3,957,0,16,0,0
9,CASH_OUT,10806.11,50785.49,39979.38,1.63,1,0,0,2,915,0,9,0,0
681,PAYMENT,18659.55,56479.8,37820.25,0.72,1,1,0,3,2455,0,9,0,0
262,PAYMENT,3809.07,51886.69,48077.62,1.24,0,1,0,0,1287,0,22,0,0
166,PAYMENT,464.24,5283.5,4819.26,1.69,0,1,0,3,124,0,22,0,0
528,DEBIT,24192.95,108055.93,83862.98,0.74,0,0,0,2,909,0,0,0,0
203,CASH_OUT,10149.0,105383.09,95234.09,2.14,0,0,1,3,1175,0,11,0,0
41,CASH_OUT,14973.04,220252.53,205279.49,0.55,0,0,1,3,1936,0,17,0,0
126,TRANSFER,105898.94,99637.54,0.0,15.2,0,1,4,15,29,2,6,1,1
196,TRANSFER,15207.7,135745.86,120538.16,0.89,0,0,1,0,329,0,4,0,0
431,TRANSFER,13937.47,51037.27,37099.8,0.28,1,0,1,3,954,0,23,0,0
96,DEBIT,707.2,9867.14,9159.94,0.13,0,0,1,3,195,0,0,0,0
732,DEBIT,716.98,8859.3,8142.32,1.09,0,0,0,0,2482,0,12,0,0
174,TRANSFER,8037.58,44631.15,36593.57,0.67,0,0,0,2,411,0,6,0,0
448,PAYMENT,14086.02,197520.83,183434.81,1.22,1,0,0,0,1273,0,16,0,0
547,DEBIT,4918.3,47469.69,42551.39,1.62,1,0,0,1,1262,0,19,0,0
629,TRANSFER,115794.15,109988.49,0.0,4.79,1,0,2,11,4,2,5,1,1
705,PAYMENT,12304.36,147933.18,135628.82,1.23,0,0,1,1,774,0,9,0,0
19,PAYMENT,6320.96,67196.72,60875.76,0.88,0,0,1,2,146,0,19,0,0
499,CASH_OUT,15654.56,214526.67,198872.11,0.24,0,1,1,1,426,0,19,0,0
210,TRANSFER,19582.26,31656.3,12074.04,1.57,0,0,1,1,2447,0,18,0,0
714,PAYMENT,10843.46,57483.39,46639.93,1.63,0,0,0,1,1767,0,18,0,0
664,DEBIT,8414.04,11376.34,2962.3,1.7,1,0,1,1,2151,0,16,0,0
619,DEBIT,20970.32,249293.16,228322.84,2.04,0,0,1,1,332,0,19,0,0
722,TRANSFER,8654.55,56344.31,47689.76,1.12,0,0,1,0,1724,0,2,0,0
622,PAYMENT,19387.62,267950.16,248562.54,0.57,0,0,0,1,2343,0,22,0,0
734,CASH_OUT,4039.73,59962.01,55922.28,1.22,1,1,0,2,1666,0,14,0,0
330,TRANSFER,19234.96,142386.46,123151.5,1.98,0,0,1,1,895,0,18,0,0
62,PAYMENT,21290.36,164996.7,143706.34,1.02,1,0,1,0,1838,0,14,0,0
693,PAYMENT,14626.84,20836.24,6209.4,1.05,0,0,1,3,1219,0,21,0,0
186,CASH_OUT,2715.36,15199.51,12484.15,0.28,0,0,1,3,1049,0,18,0,0
270,PAYMENT,12674.96,129247.93,116572.97,0.77,0,0,0,0,638,0,6,0,0
386,CASH_OUT,51832.82,42904.56,0.0,15.04,1,1,4,9,125,0,2,2,1
662,CASH_OUT,7752.85,30121.89,22369.04,1.84,1,1,1,3,963,0,14,0,0
218,CASH_OUT,472.99,3220.3,2747.31,1.98,0,1,0,0,1317,0,2,0,0
229,TRANSFER,169072.58,138854.67,0.0,16.48,1,1,7,13,167,1,13,3,1
194,DEBIT,16913.64,59973.78,43060.14,0.47,0,0,0,2,682,0,2,0,0
23,TRANSFER,3237.87,17646.17,14408.3,2.17,1,0,0,0,188,0,23,0,0
411,PAYMENT,5843.43,23977.57,18134.14,1.01,0,0,1,3,1213,0,3,0,0
739,PAYMENT,19675.63,194180.9,174505.27,1.13,0,0,1,2,1166,0,19,0,0
430,DEBIT,441.67,4269.05,3827.38,0.42,0,0,1,1,1706,0,22,0,0
723,TRANSFER,8492.78,36413.79,27921.01,1.01,1,0,0,0,2069,0,3,0,0
92,DEBIT,19963.68,135431.26,115467.58,1.05,0,0,1,2,1206,0,20,0,0
619,DEBIT,17819.21,184777.22,166958.01,0.82,0,0,0,3,1298,0,19,0,0
87,DEBIT,12974.85,159545.57,146570.72,1.9,0,0,1,0,1833,0,15,0,0
354,DEBIT,21598.38,64961.81,43363.43,1.56,0,0,1,2,228,0,18,0,0
710,PAYMENT,3734.12,14957.92,11223.8,1.91,0,1,0,1,1571,0,14,0,0
94,CASH_OUT,15816.27,176066.91,160250.64,1.37,0,0,1,1,145,0,22,0,0
714,CASH_OUT,18817.47,198790.41,179972.94,1.97,0,0,0,3,1003,0,18,0,0
401,PAYMENT,5915.92,69025.55,63109.63,1.23,1,0,1,0,1393,0,17,0,0
628,PAYMENT,1200.06,17265.24,16065.18,0.69,1,0,1,3,2395,0,4,0,0
63,PAYMENT,3018.58,25000.1,21981.52,0.49,1,0,0,1,2001,0,15,0,0
13,PAYMENT,9112.45,20175.87,11063.42,0.94,0,1,1,3,2088,0,13,0,0
265,DEBIT,20819.12,185629.25,164810.13,1.24,0,0,1,2,427,0,1,0,0
72,TRANSFER,4076.45,7399.55,3323.1,1.39,0,1,1,0,2261,0,0,0,0
350,PAYMENT,10637.65,121815.83,111178.18,0.19,1,1,1,0,1846,0,14,0,0
424,TRANSFER,7475.65,26067.65,18592.0,0.22,1,1,0,0,1176,0,16,0,0
154,PAYMENT,10182.76,19207.71,9024.95,2.05,0,1,1,3,996,0,10,0,0
298,DEBIT,18967.67,61367.46,42399.79,1.12,1,0,1,0,1245,0,10,0,0
367,CASH_OUT,9669.1,20461.37,10792.27,0.26,0,0,0,0,1364,0,7,0,0
661,DEBIT,19067.57,257452.01,238384.44,2.08,1,0,0,3,1678,0,13,0,0
651,TRANSFER,4281.11,56424.82,52143.71,1.21,0,0,0,3,2046,0,3,0,0
370,DEBIT,9920.24,41253.28,31333.04,1.71,0,1,0,2,2479,0,10,0,0
552,PAYMENT,8196.39,121991.42,113795.03,0.99,0,0,0,2,586,0,0,0,0
567,PAYMENT,20012.0,155678.38,135666.38,1.5,0,0,1,0,546,0,15,0,0
107,PAYMENT,11755.44,62399.63,50644.19,1.4,0,0,1,3,2193,0,11,0,0
580,CASH_OUT,3835.17,34083.45,30248.28,0.18,0,1,1,1,1095,0,4,0,0
453,PAYMENT,19742.12,151731.59,131989.47,0.95,0,0,1,3,946,0,21,0,0
77,DEBIT,24563.26,289369.77,264806.51,0.15,0,0,0,2,1701,0,5,0,0
92,CASH_OUT,15631.46,75526.66,59895.2,0.47,0,0,0,1,611,0,20,0,0
301,DEBIT,1034.54,6667.03,5632.49,2.02,0,0,0,1,1884,0,13,0,0
399,PAYMENT,5007.07,54958.21,49951.14,0.6,0,0,0,3,2325,0,15,0,0
17,CASH_OUT,10625.15,48478.65,37853.5,1.64,0,0,0,1,2143,0,17,0,0
313,TRANSFER,8451.09,77221.19,68770.1,2.07,1,0,0,0,1853,0,1,0,0
380,TRANSFER,24619.63,294809.3,270189.67,1.0,1,0,1,1,2361,0,20,0,0
195,DEBIT,9299.12,120269.96,110970.84,1.03,0,0,0,1,483,0,3,0,0
400,CASH_OUT,9946.63,85274.1,75327.47,1.31,0,0,1,3,940,0,16,0,0
246,TRANSFER,137897.06,162424.75,24527.69,15.76,0,0,7,15,24,0,6,1,1
448,PAYMENT,19821.83,130008.22,110186.39,0.17,0,0,1,1,1201,0,16,0,0
22,PAYMENT,12232.46,148180.27,135947.81,1.26,0,0,1,2,2135,0,22,0,0
76,TRANSFER,21619.95,220851.54,199231.59,2.03,1,0,0,3,343,0,4,0,0
732,PAYMENT,9364.02,66827.06,57463.04,0.66,0,0,0,2,2183,0,12,0,0
671,PAYMENT,6540.47,84460.65,77920.18,0.69,1,0,0,3,2058,0,23,0,0
207,CASH_OUT,15184.6,150970.9,135786.3,0.26,0,0,1,2,243,0,15,0,0
376,DEBIT,7308.36,68700.5,61392.14,1.25,1,0,1,2,432,0,16,0,0
383,TRANSFER,17344.94,122207.06,104862.12,2.08,0,0,1,3,123,0,23,0,0
210,DEBIT,17884.82,83888.39,66003.57,1.78,0,0,1,3,2205,0,18,0,0
323,TRANSFER,204716.44,184613.32,0.0,13.2,0,1,4,13,39,2,11,3,1
94,TRANSFER,5750.11,42360.21,36610.1,1.31,0,0,1,3,1542,0,22,0,0
254,DEBIT,17065.14,146904.54,129839.4,0.33,0,1,0,3,1726,0,14,0,0
196,CASH_OUT,17558.36,198374.06,180815.7,1.23,0,0,0,3,2202,0,4,0,0
379,DEBIT,828.68,7853.93,7025.25,1.44,0,0,0,0,1590,0,19,0,0
86,CASH_OUT,191226.62,196689.51,5462.89,17.7,1,1,2,9,59,0,14,3,1
33,DEBIT,20279.68,302567.54,282287.86,0.3,1,1,1,2,386,0,9,0,0
523,DEBIT,17368.74,83055.23,65686.49,1.95,0,0,0,3,1070,0,19,0,0
331,CASH_OUT,20411.5,46877.72,26466.22,1.02,1,1,0,0,2191,0,19,0,0
122,CASH_OUT,1849.3,9566.99,7717.69,0.87,0,1,1,3,1823,0,2,0,0
344,PAYMENT,19260.17,93151.66,73891.49,1.66,1,0,1,2,2119,0,8,0,0
248,TRANSFER,9481.08,96631.19,87150.11,0.39,1,0,1,2,713,0,8,0,0
663,PAYMENT,5725.46,59698.21,53972.75,1.86,0,0,0,0,2235,0,15,0,0
448,DEBIT,21046.28,282862.29,261816.01,1.08,0,0,0,3,515,0,16,0,0
347,TRANSFER,291692.37,320129.15,28436.78,4.65,1,0,6,12,110,1,11,3,1
480,DEBIT,19757.72,59411.5,39653.78,1.72,0,0,0,1,896,0,0,0,0
579,CASH_OUT,22332.1,69023.67,46691.57,2.05,0,0,1,2,135,0,3,0,0
735,TRANSFER,19325.88,89556.03,70230.15,1.3,1,1,1,3,1447,0,15,0,0
625,PAYMENT,8753.11,50373.2,41620.09,2.18,0,1,1,1,887,0,1,0,0
484,CASH_OUT,10145.29,22477.81,12332.52,1.85,0,0,1,2,2431,0,4,0,0
147,TRANSFER,2504.98,3818.17,1313.19,1.4,0,0,1,1,1657,0,3,0,0
381,PAYMENT,20996.65,29854.12,8857.47,0.74,1,1,0,3,682,0,21,0,0
678,DEBIT,4085.76,26788.42,22702.66,0.28,1,1,0,3,1967,0,6,0,0
548,DEBIT,19232.05,256354.16,237122.11,2.13,1,0,1,2,1466,0,20,0,0
583,PAYMENT,22744.19,168304.17,145559.98,0.15,0,0,0,0,349,0,7,0,0
591,PAYMENT,2375.35,16725.78,14350.43,1.51,1,1,1,0,1301,0,15,0,0
393,CASH_OUT,188037.85,163760.2,0.0,5.58,1,0,4,15,11,2,9,4,1
702,PAYMENT,191.9,1130.97,939.07,1.02,0,0,1,3,2078,0,6,0,0
502,PAYMENT,15037.67,192845.08,177807.41,1.43,0,1,0,3,1446,0,22,0,0
662,DEBIT,10702.57,119046.69,108344.12,0.65,1,0,1,3,1480,0,14,0,0
733,TRANSFER,16729.22,105457.11,88727.89,2.04,1,0,0,1,1850,0,13,0,0
271,PAYMENT,17266.8,92627.67,75360.87,2.02,0,0,1,0,647,0,7,0,0
267,PAYMENT,10989.69,145459.17,134469.48,0.8,1,0,0,1,1935,0,3,0,0
222,TRANSFER,3552.63,15390.98,11838.35,1.36,0,0,1,2,2411,0,6,0,0
569,DEBIT,11047.76,162979.88,151932.12,0.29,0,1,1,0,1028,0,17,0,0
297,DEBIT,3559.39,45460.88,41901.49,0.26,0,1,1,2,1603,0,9,0,0
112,CASH_OUT,7981.66,98917.08,90935.42,0.36,0,0,0,2,696,0,16,0,0
104,TRANSFER,20182.2,239226.63,219044.43,1.38,0,0,1,1,188,0,8,0,0
161,PAYMENT,6917.28,38816.16,31898.88,0.39,0,0,0,0,1163,0,17,0,0
568,PAYMENT,3472.23,30434.5,26962.27,0.83,1,0,1,0,2418,0,16,0,0
404,TRANSFER,3892.06,37753.77,33861.71,0.72,0,0,1,0,2188,0,20,0,0
689,TRANSFER,269338.51,259911.63,0.0,10.45,0,0,6,14,123,1,17,1,1
191,CASH_OUT,11313.75,64224.31,52910.56,1.54,1,0,1,1,1170,0,23,0,0
595,PAYMENT,20782.63,264695.77,243913.14,0.49,0,0,0,3,1446,0,19,0,0
690,CASH_OUT,254498.18,225183.5,0.0,6.55,1,0,5,8,9,2,18,3,1
596,TRANSFER,21247.49,178264.9,157017.41,2.02,0,0,0,2,1011,0,20,0,0
350,CASH_OUT,13689.09,47835.1,34146.01,1.9,0,0,0,1,1191,0,14,0,0
165,CASH_OUT,3106.34,22689.78,19583.44,0.87,0,0,1,0,1266,0,21,0,0
580,CASH_OUT,10338.44,82582.63,72244.19,1.49,0,1,1,0,792,0,4,0,0
546,DEBIT,15906.15,38200.95,22294.8,1.7,0,0,0,1,562,0,18,0,0
322,DEBIT,332.91,1451.37,1118.46,1.56,0,0,1,2,1400,0,10,0,0
281,CASH_OUT,3588.18,25770.95,22182.77,1.23,0,0,0,0,1680,0,17,0,0
